biorxiv_doi,published_doi,title,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,num_contractions,contractions_per_1000,uses_contractions,num_exclamation,exclamation_per_1000,uses_exclamation,num_signposting,signposting_per_1000,uses_signposting,num_vague_verbs,vague_verbs_per_1000,uses_vague_verbs,num_allows_to,allows_to_per_1000,uses_allows_to,num_aim_to,aim_to_per_1000,uses_aim_to,num_we,we_per_1000,uses_we,num_hedging,hedging_per_1000,uses_hedging,num_to_that_end,to_that_end_per_1000,uses_to_that_end,num_chatgpt_words,chatgpt_words_per_1000,uses_chatgpt_words,num_absolute_words,absolute_words_per_1000,uses_absolute_words,num_comparatives,comparatives_per_1000,uses_comparatives,num_passive,passive_per_1000,uses_passive
10.1101/2020.01.20.913327,,How Sensitive are EEG Results to Preprocessing Methods: A Benchmarking Study,31.418217407692367,13.92113520097163,16.996942957115,0,0.0,False,0,0.0,False,0,0.0,False,2,0.3352891869237217,True,0,0.0,False,0,0.0,False,61,10.226320201173513,True,27,4.526404023470244,True,0,0.0,False,0,0.0,False,1,0.16764459346186086,True,16,2.682313495389774,True,54,9.052808046940488,True
10.1101/2020.01.21.913152,,Visual and oculomotor abilities predict professional baseball batting performance,29.656640271577544,14.734100492625526,17.88132867289218,0,0.0,False,0,0.0,False,0,0.0,False,8,1.6099818877037633,True,0,0.0,False,4,0.8049909438518816,True,4,0.8049909438518816,True,28,5.634936606963172,True,0,0.0,False,0,0.0,False,2,0.4024954719259408,True,40,8.049909438518815,True,71,14.2885892533709,True
10.1101/2020.01.21.913475,,Age dependent changes in synaptic NMDA receptor composition in adult human cortical neurons,33.32308183769024,13.490421868903628,16.116283501905823,0,0.0,False,0,0.0,False,0,0.0,False,9,1.956521739130435,True,0,0.0,False,0,0.0,False,36,7.82608695652174,True,16,3.4782608695652177,True,0,0.0,False,0,0.0,False,0,0.0,False,1,0.2173913043478261,True,87,18.91304347826087,True
10.1101/2020.01.21.914077,,Shared and specific signatures of locomotor ataxia in mutant mice,39.026086901589565,12.584915256520024,15.794114678031214,0,0.0,False,0,0.0,False,0,0.0,False,15,2.735229759299781,True,0,0.0,False,0,0.0,False,32,5.835156819839534,True,24,4.3763676148796495,True,0,0.0,False,0,0.0,False,1,0.18234865061998543,True,12,2.1881838074398248,True,53,9.664478482859227,True
10.1101/2020.01.22.915041,,Linguistic input drives brain network configuration during language comprehension,12.815741253577045,17.124422597618395,20.56641742822856,0,0.0,False,0,0.0,False,0,0.0,False,9,1.9047619047619047,True,0,0.0,False,1,0.21164021164021166,True,31,6.560846560846561,True,6,1.2698412698412698,True,0,0.0,False,0,0.0,False,2,0.4232804232804233,True,3,0.6349206349206349,True,36,7.619047619047619,True
10.1101/2020.01.22.915330,,Disentangling neocortical alpha/beta and hippocampal theta/gamma oscillations in human episodic memory formation,30.77321287950619,13.603026573932837,16.77191132519517,0,0.0,False,0,0.0,False,0,0.0,False,9,1.5797788309636651,True,0,0.0,False,1,0.175530981218185,True,26,4.56380551167281,True,24,4.21274354923644,True,0,0.0,False,0,0.0,False,2,0.35106196243637,True,12,2.10637177461822,True,107,18.781814990345797,True
10.1101/2020.01.22.916239,,A probabilistic functional atlas of human occipito-temporal visual cortex,33.460695441844734,13.235538544379498,16.02379125440309,0,0.0,False,0,0.0,False,0,0.0,False,18,1.9193857965451055,True,1,0.10663254425250586,True,0,0.0,False,117,12.476007677543185,True,36,3.838771593090211,True,0,0.0,False,0,0.0,False,7,0.746427809767541,True,23,2.452548517807635,True,101,10.769886969503093,True
10.1101/2020.01.23.916569,,Stereo-EEG reveals rich cortical dynamics in humans coping with difficult action discrimination,36.14085090132053,15.148047234522881,17.95779856748241,0,0.0,False,0,0.0,False,0,0.0,False,18,1.8452075858534085,True,0,0.0,False,0,0.0,False,47,4.818042029728344,True,28,2.8703229113275244,True,0,0.0,False,0,0.0,False,0,0.0,False,28,2.8703229113275244,True,72,7.380830343413634,True
10.1101/2020.01.23.917211,,Entropy of city street networks linked to future spatial navigation ability,38.942423345087605,12.147454284955568,15.084165086736618,0,0.0,False,0,0.0,False,0,0.0,False,6,1.751824817518248,True,0,0.0,False,0,0.0,False,55,16.05839416058394,True,11,3.211678832116788,True,0,0.0,False,0,0.0,False,1,0.29197080291970806,True,33,9.635036496350365,True,15,4.37956204379562,True
10.1101/2020.01.24.917310,,Involuntary orienting and conflict resolution during auditory attention: The role of ventral and dorsal streams,28.847066248298205,14.107829523880067,17.341782353256416,0,0.0,False,0,0.0,False,0,0.0,False,12,2.059732234809475,True,0,0.0,False,0,0.0,False,16,2.7463096464126333,True,16,2.7463096464126333,True,0,0.0,False,0,0.0,False,0,0.0,False,7,1.201510470305527,True,89,15.27634740817027,True
10.1101/2020.01.24.918607,,Improvement of glymphatic-lymphatic drainage of beta-amyloid by focused ultrasound in Alzheimer’s disease model,39.408762860591224,13.494901567013574,17.030608207035733,0,0.0,False,0,0.0,False,0,0.0,False,1,0.29256875365710944,True,0,0.0,False,0,0.0,False,18,5.26623756582797,True,23,6.729081334113517,True,0,0.0,False,0,0.0,False,0,0.0,False,4,1.1702750146284377,True,47,13.750731421884142,True
10.1101/2020.01.24.919217,,Metastable attractors explain the variable timing of stable behavioral action sequences,28.719466087105616,14.162372676772844,17.117620205737985,0,0.0,False,0,0.0,False,1,0.10124531740407007,True,7,0.7087172218284905,True,0,0.0,False,1,0.10124531740407007,True,133,13.465627214741318,True,41,4.151058013566873,True,0,0.0,False,0,0.0,False,1,0.10124531740407007,True,8,0.8099625392325606,True,87,8.808342614154096,True
10.1101/2020.01.25.919902,,TMEM184b is necessary for IL-31 induced itch,32.29089876653373,13.725614379369997,17.297225902903808,0,0.0,False,0,0.0,False,0,0.0,False,4,0.6667777962993833,True,0,0.0,False,0,0.0,False,56,9.334889148191364,True,20,3.333888981496916,True,0,0.0,False,0,0.0,False,5,0.833472245374229,True,10,1.666944490748458,True,112,18.669778296382727,True
10.1101/2020.01.26.920090,,Investigating resting brain perfusion abnormalities and target-engagement by intranasal oxytocin in women with bulimia nervosa and binge-eating disorder and healthy controls,24.212385147313086,15.906275320662711,18.821546012012046,0,0.0,False,0,0.0,False,0,0.0,False,7,1.3270142180094786,True,0,0.0,False,0,0.0,False,77,14.597156398104264,True,30,5.687203791469194,True,0,0.0,False,0,0.0,False,1,0.1895734597156398,True,2,0.3791469194312796,True,46,8.720379146919433,True
10.1101/2020.01.27.920686,,Layer-specific inhibitory microcircuits of layer 6 interneurons in rat prefrontal cortex,32.99859993306504,13.102872554221396,16.569972981135773,0,0.0,False,0,0.0,False,0,0.0,False,6,0.8999550022498874,True,0,0.0,False,0,0.0,False,15,2.2498875056247187,True,19,2.8498575071246437,True,0,0.0,False,0,0.0,False,1,0.14999250037498124,True,3,0.4499775011249437,True,100,14.999250037498125,True
10.1101/2020.01.27.920900,,MicroRNA-9 Mediated the Protective Effect of Ferulic Acid on Hypoxic-Ischemic Brain Injury in Neonatal Rats,35.870510388238415,13.409311118936525,16.440619772867333,0,0.0,False,0,0.0,False,0,0.0,False,3,0.974025974025974,True,0,0.0,False,0,0.0,False,9,2.9220779220779223,True,15,4.87012987012987,True,0,0.0,False,0,0.0,False,0,0.0,False,1,0.3246753246753247,True,68,22.07792207792208,True
10.1101/2020.01.27.920967,,Implicit food odour priming effects on reactivity and inhibitory control towards foods,28.016837926460852,14.767418576376098,18.504055439071283,0,0.0,False,0,0.0,False,0,0.0,False,5,0.6912760956726116,True,0,0.0,False,0,0.0,False,35,4.8389326697082815,True,43,5.94497442278446,True,0,0.0,False,0,0.0,False,0,0.0,False,41,5.668463984515416,True,90,12.44296972210701,True
10.1101/2020.01.27.921221,,Different forms of fear extinction are supported by distinct cortical substrates,28.9341097455966,15.785440025482348,19.520608495981634,0,0.0,False,0,0.0,False,0,0.0,False,6,2.184200946487077,True,0,0.0,False,0,0.0,False,12,4.368401892974154,True,9,3.2763014197306153,True,0,0.0,False,0,0.0,False,1,0.36403349108117944,True,1,0.36403349108117944,True,35,12.741172187841281,True
10.1101/2020.01.27.921494,,Object-based analyses in FIJI/ImageJ to measure local RNA translation sites in neurites in response to Aβ1-42 oligomers,33.18138010986539,14.051239098665096,17.282822072423336,0,0.0,False,0,0.0,False,0,0.0,False,9,1.1904761904761907,True,1,0.1322751322751323,True,0,0.0,False,54,7.142857142857142,True,29,3.835978835978836,True,0,0.0,False,0,0.0,False,0,0.0,False,13,1.7195767195767195,True,172,22.75132275132275,True
10.1101/2020.01.27.921643,,Effects of pharmacological modulators of α-synuclein and tau aggregation and internalization,37.105158686978626,13.519741178299395,16.521695424633403,0,0.0,False,0,0.0,False,0,0.0,False,3,0.5414185165132648,True,0,0.0,False,0,0.0,False,51,9.2041147807255,True,11,1.9852012272153041,True,0,0.0,False,0,0.0,False,0,0.0,False,1,0.18047283883775492,True,136,24.544306081934668,True
10.1101/2020.01.27.922286,,Neural correlates of winning and losing fights in poison frog tadpoles,23.697369038314235,15.395919408669112,18.944367984575052,0,0.0,False,0,0.0,False,0,0.0,False,7,1.3135672734096453,True,0,0.0,False,0,0.0,False,109,20.454118971664478,True,12,2.251829611559392,True,0,0.0,False,0,0.0,False,0,0.0,False,10,1.8765246762994932,True,46,8.63201351097767,True
10.1101/2020.01.28.922013,,SynGAP splice isoforms differentially regulate synaptic plasticity and dendritic development,39.173660785714645,11.888050737921258,14.551142842926954,0,0.0,False,0,0.0,False,0,0.0,False,6,0.7585335018963337,True,0,0.0,False,0,0.0,False,55,6.95322376738306,True,14,1.7699115044247788,True,0,0.0,False,0,0.0,False,10,1.2642225031605563,True,4,0.5056890012642224,True,108,13.653603034134008,True
10.1101/2020.01.28.922500,,Low predictive power of clinical features for relapse prediction after antidepressant discontinuation in a naturalistic setting,32.54442569732268,12.683262026230203,15.63495900010544,0,0.0,False,0,0.0,False,0,0.0,False,2,0.45014629754670266,True,0,0.0,False,0,0.0,False,34,7.6524870582939455,True,31,6.9772676119738914,True,0,0.0,False,0,0.0,False,3,0.675219446320054,True,11,2.4758046365068647,True,56,12.604096331307675,True
10.1101/2020.01.28.922930,,Effect of acute physical exercise on motor sequence memory,29.878937203735887,14.786546674801713,18.0526962969916,0,0.0,False,0,0.0,False,0,0.0,False,8,1.215066828675577,True,0,0.0,False,0,0.0,False,82,12.454434993924664,True,23,3.4933171324422845,True,0,0.0,False,0,0.0,False,2,0.30376670716889426,True,18,2.7339003645200486,True,71,10.783718104495746,True
10.1101/2020.01.28.922948,,Energetics of stochastic BCM type synaptic plasticity and storing of accurate information,41.442200846689815,12.878314448575484,16.470850936542817,0,0.0,False,0,0.0,False,2,0.10688899577788466,True,23,1.2292234514456737,True,0,0.0,False,0,0.0,False,126,6.7340067340067336,True,130,6.947784725562504,True,0,0.0,False,0,0.0,False,12,0.641333974667308,True,39,2.084335417668751,True,148,7.909785687563465,True
10.1101/2020.01.28.923375,,A single-cell transcriptomic and anatomic atlas of mouse dorsal raphe Pet1 neurons,33.81009768436411,13.787007682371996,16.44517594591816,0,0.0,False,0,0.0,False,0,0.0,False,23,1.4137316368553692,True,0,0.0,False,0,0.0,False,127,7.806257299157907,True,45,2.7659966808039833,True,0,0.0,False,0,0.0,False,8,0.4917327432540415,True,58,3.5650623885918002,True,157,9.650255086360563,True
10.1101/2020.01.28.923425,,FMR1 loss results in early changes to intrinsic membrane excitability in human cellular models,22.583530598887336,16.119885458710595,18.377509389268962,0,0.0,False,0,0.0,False,0,0.0,False,3,1.203369434416366,True,0,0.0,False,0,0.0,False,19,7.62133975130365,True,11,4.412354592860008,True,0,0.0,False,0,0.0,False,0,0.0,False,4,1.604492579221821,True,31,12.434817488969115,True
10.1101/2020.01.28.923722,,Acquisition of Innate Odor Preference Depends on Spontaneous and Experiential Activities During Critical Period,35.95472208900742,12.643653042964768,15.887921857145415,0,0.0,False,0,0.0,False,0,0.0,False,15,1.7946877243359654,True,0,0.0,False,1,0.11964584828906437,True,58,6.939459200765733,True,23,2.75185451064848,True,0,0.0,False,0,0.0,False,1,0.11964584828906437,True,6,0.7178750897343863,True,180,21.53625269203159,True
10.1101/2020.01.29.924936,,Neurovascular Function in a Novel Model of Experimental Atherosclerosis,23.077952428476408,15.824174059288833,18.55125797787142,0,0.0,False,0,0.0,False,0,0.0,False,2,0.5124263387138099,True,0,0.0,False,1,0.25621316935690497,True,11,2.818344862925954,True,31,7.942608250064053,True,0,0.0,False,0,0.0,False,1,0.25621316935690497,True,6,1.5372790161414296,True,82,21.009479887266206,True
10.1101/2020.01.29.925685,,"Distribution and localization of phosphatidylinositol 5-phosphate, 4-kinase alpha and beta in the brain",38.234599610450545,12.682108751354633,16.136567693194202,0,0.0,False,0,0.0,False,0,0.0,False,2,0.35650623885918004,True,0,0.0,False,0,0.0,False,43,7.664884135472371,True,17,3.0303030303030303,True,0,0.0,False,0,0.0,False,2,0.35650623885918004,True,7,1.2477718360071302,True,107,19.073083778966133,True
10.1101/2020.01.30.919894,,Skill-specific changes in cortical preparatory activity during motor learning,25.437365534150018,16.146515283798138,18.22089490932069,0,0.0,False,0,0.0,False,0,0.0,False,10,1.2790995139421848,True,0,0.0,False,0,0.0,False,96,12.279355333844974,True,37,4.732668201586083,True,0,0.0,False,0,0.0,False,2,0.25581990278843697,True,8,1.0232796111537479,True,90,11.511895625479662,True
10.1101/2020.01.30.926337,,Temporal expectation hastens decision onset but does not affect evidence quality,30.353804339213752,14.010956537950644,17.603946773554565,0,0.0,False,1,0.0946790380609733,True,0,0.0,False,28,2.6510130657072524,True,0,0.0,False,0,0.0,False,65,6.154137473963265,True,33,3.124408256012119,True,0,0.0,False,0,0.0,False,2,0.1893580761219466,True,13,1.230827494792653,True,126,11.929558795682636,True
10.1101/2020.01.30.927855,,"JNK signaling controls branching, nucleokinesis, and positioning of centrosomes and primary cilia in migrating cortical interneurons",28.356300250166868,13.76515533330836,17.95465565174037,0,0.0,False,0,0.0,False,0,0.0,False,5,0.8020532563362207,True,0,0.0,False,0,0.0,False,51,8.180943214629451,True,13,2.085338466474174,True,0,0.0,False,0,0.0,False,0,0.0,False,6,0.9624639076034649,True,69,11.068334937439845,True
10.1101/2020.01.31.923342,,Retinotopic remapping of the visual system in deaf adults,28.44355023088289,13.88288927279946,17.17629578759492,0,0.0,False,0,0.0,False,0,0.0,False,2,0.8624407072013799,True,0,0.0,False,0,0.0,False,13,5.60586459680897,True,16,6.899525657611039,True,0,0.0,False,0,0.0,False,1,0.43122035360068994,True,3,1.29366106080207,True,19,8.193186718413108,True
10.1101/2020.01.31.928663,,The cellular basis of protease activated receptor type 2 (PAR2) evoked mechanical and affective pain,43.90335603765942,11.591317674068645,14.691336407308086,0,0.0,False,0,0.0,False,0,0.0,False,8,1.3106159895150722,True,0,0.0,False,0,0.0,False,44,7.208387942332897,True,10,1.63826998689384,True,0,0.0,False,0,0.0,False,1,0.16382699868938402,True,2,0.32765399737876805,True,167,27.359108781127127,True
10.1101/2020.01.31.928853,,Effects of dopamine agonist treatment on resting-state network connectivity in Parkinson’s disease,19.20666852193591,15.240510302726339,18.192343975527674,0,0.0,False,0,0.0,False,0,0.0,False,8,1.772656769333038,True,0,0.0,False,0,0.0,False,12,2.658985153999557,True,25,5.539552404165743,True,0,0.0,False,0,0.0,False,2,0.4431641923332595,True,4,0.886328384666519,True,50,11.079104808331486,True
10.1101/2020.02.03.931949,,Deficiency of complement component C1Q prevents cerebrovascular damage and white matter loss in a mouse model of chronic obesity,38.124502157764425,12.817234665723383,16.02509380632338,0,0.0,False,0,0.0,False,0,0.0,False,6,1.1098779134295227,True,0,0.0,False,0,0.0,False,12,2.2197558268590454,True,15,2.774694783573807,True,0,0.0,False,0,0.0,False,0,0.0,False,4,0.7399186089530152,True,115,21.27266000739919,True
10.1101/2020.02.03.932723,,Internally generated population activity in cortical networks hinders information transmission,31.085538622669958,13.701790976275657,16.576360384108455,0,0.0,False,0,0.0,False,1,0.1359249694168819,True,13,1.7670246024194645,True,0,0.0,False,1,0.1359249694168819,True,48,6.524398532010331,True,29,3.941824113089574,True,0,0.0,False,0,0.0,False,1,0.1359249694168819,True,11,1.4951746635857006,True,79,10.738072583933668,True
10.1101/2020.02.03.932749,,Time cells in the human hippocampus and entorhinal cortex support episodic memory,31.371917199187635,13.305985075260601,17.07159345830768,0,0.0,False,0,0.0,False,0,0.0,False,15,6.602112676056338,True,0,0.0,False,0,0.0,False,31,13.644366197183098,True,9,3.9612676056338025,True,0,0.0,False,0,0.0,False,1,0.44014084507042256,True,4,1.7605633802816902,True,9,3.9612676056338025,True
10.1101/2020.02.04.932210,,Dissimilarity in sulcal width patterns in the cortex can be used to identify patients with schizophrenia with extreme deficits in cognitive performance,23.64809028243735,14.234288494055129,16.96739221843492,0,0.0,False,0,0.0,False,0,0.0,False,6,1.5094339622641508,True,0,0.0,False,0,0.0,False,34,8.553459119496855,True,19,4.779874213836478,True,0,0.0,False,0,0.0,False,0,0.0,False,13,3.270440251572327,True,50,12.578616352201259,True
10.1101/2020.02.04.933481,,Sexually divergent effects of social dominance on chronic stress outcomes in mice,33.98666160208657,13.81931962796937,16.707784906428525,0,0.0,False,0,0.0,False,0,0.0,False,6,1.095890410958904,True,0,0.0,False,0,0.0,False,63,11.506849315068493,True,27,4.931506849315069,True,0,0.0,False,0,0.0,False,0,0.0,False,16,2.9223744292237446,True,97,17.716894977168952,True
10.1101/2020.02.05.936062,,External error attribution dampens efferent-based predictions but not proprioceptive changes in hand localization,34.398038894540434,12.975055315820999,16.37185823357305,0,0.0,False,0,0.0,False,0,0.0,False,6,0.8953887479480674,True,0,0.0,False,0,0.0,False,82,12.236979555290254,True,16,2.387703327861513,True,0,0.0,False,0,0.0,False,0,0.0,False,11,1.6415460379047901,True,69,10.296970601402776,True
10.1101/2020.02.06.917328,,The nucleus accumbens core is necessary to scale fear to degree of threat,45.669347520701905,9.965606023264986,12.826942034700316,0,0.0,False,0,0.0,False,0,0.0,False,5,0.7620789513793629,True,0,0.0,False,0,0.0,False,32,4.877305288827923,True,15,2.286236854138089,True,0,0.0,False,0,0.0,False,2,0.3048315805517452,True,11,1.6765736930345985,True,86,13.107757963725042,True
10.1101/2020.02.06.936989,,Non-linear Computation Between Neighboring Dendritic Hotspots in Rat CA1 Hippocampal Interneurons,33.28411824585217,12.593462585511588,16.477882042761646,0,0.0,False,0,0.0,False,0,0.0,False,9,1.9539730785931393,True,0,0.0,False,1,0.21710811984368217,True,24,5.210594876248371,True,28,6.079027355623101,True,0,0.0,False,0,0.0,False,1,0.21710811984368217,True,8,1.7368649587494573,True,56,12.158054711246201,True
10.1101/2020.02.06.937201,,Low-cost and versatile electrodes for extracellular chronic recordings in rodents,42.37088005917923,11.640617753763028,15.137816544448732,0,0.0,False,0,0.0,False,0,0.0,False,6,2.306805074971165,True,0,0.0,False,1,0.3844675124951942,True,30,11.534025374855824,True,25,9.611687812379854,True,0,0.0,False,0,0.0,False,0,0.0,False,1,0.3844675124951942,True,64,24.605920799692427,True
10.1101/2020.02.06.937532,,Time-restricted feeding from adulthood to old age improves biconditional associative learning in geriatric rats regardless of macronutrient composition,36.21165176470589,13.073740392156864,16.477390849673203,0,0.0,False,0,0.0,False,0,0.0,False,4,1.6038492381716118,True,0,0.0,False,0,0.0,False,1,0.40096230954290296,True,13,5.212510024057739,True,0,0.0,False,0,0.0,False,1,0.40096230954290296,True,9,3.608660785886127,True,38,15.236567762630312,True
10.1101/2020.02.06.937706,,Rational arbitration between statistics and rules in human sequence processing,32.37655743350257,13.053146219527118,16.042020887197015,0,0.0,False,0,0.0,False,0,0.0,False,29,2.297575661543337,True,0,0.0,False,0,0.0,False,112,8.873395658374267,True,48,3.8028838535889715,True,0,0.0,False,0,0.0,False,5,0.3961337347488512,True,43,3.4067501188401206,True,108,8.556488670575186,True
10.1101/2020.02.06.937938,,Abstract sequential task control is facilitated by practice and embedded motor sequences,39.92429379293796,11.549419494194943,14.692607341657833,0,0.0,False,0,0.0,False,0,0.0,False,28,2.1596606247589665,True,0,0.0,False,1,0.07713073659853452,True,129,9.949865021210952,True,63,4.859236405707675,True,0,0.0,False,0,0.0,False,5,0.38565368299267255,True,17,1.3112225221750866,True,106,8.175858079444659,True
10.1101/2020.02.07.936872,,Hippocampal and Parahippocampal Grey Matter Structural Integrity Assessed by Multimodal Imaging is Associated With Episodic Memory in Old Age,30.413354946012078,13.631851695284816,17.039550297276307,0,0.0,False,0,0.0,False,0,0.0,False,13,1.6061279960464543,True,0,0.0,False,2,0.24709661477637757,True,94,11.613540894489745,True,34,4.200642451198419,True,0,0.0,False,0,0.0,False,11,1.3590313812700767,True,21,2.5945144551519643,True,83,10.254509513219668,True
10.1101/2020.02.08.930214,,An ERP index of real-time error correction within a noisy-channel framework of human communication,36.33244972641586,12.991168523843761,16.60388609313843,0,0.0,False,0,0.0,False,0,0.0,False,8,1.8917001655237644,True,0,0.0,False,3,0.7093875620714116,True,12,2.8375502482856465,True,27,6.384488058642705,True,0,0.0,False,0,0.0,False,1,0.23646252069047055,True,13,3.074012768976117,True,71,16.78883896902341,True
10.1101/2020.02.08.939066,,Intra-articular AAV-PHP.S mediated chemogenetic targeting of knee-innervating dorsal root ganglion neurons alleviates inflammatory pain in mice,36.516619175460534,12.78591546514675,15.834498209586593,0,0.0,False,0,0.0,False,0,0.0,False,9,2.000444543231829,True,0,0.0,False,0,0.0,False,27,6.001333629695488,True,22,4.88997555012225,True,0,0.0,False,0,0.0,False,1,0.2222716159146477,True,4,0.8890864636585908,True,75,16.670371193598577,True
10.1101/2020.02.08.939488,,The architecture of protein synthesis in the developing neocortex at near-atomic resolution reveals Ebp1-mediated neuronal proteostasis at the 60S tunnel exit,27.843964758865155,14.429341643886591,17.723595387690647,0,0.0,False,0,0.0,False,0,0.0,False,5,0.7648768548263729,True,0,0.0,False,0,0.0,False,27,4.130335016062414,True,14,2.1416551935138446,True,0,0.0,False,0,0.0,False,1,0.1529753709652746,True,3,0.4589261128958238,True,45,6.883891693437357,True
10.1101/2020.02.08.939744,,Measuring spectrally-resolved information transfer for sender- and receiver-specific frequencies,31.262910906758208,15.305316752785526,18.640642175993744,0,0.0,False,0,0.0,False,1,0.09351037965214139,True,12,1.1221245558256967,True,2,0.18702075930428277,True,0,0.0,False,124,11.595287076865532,True,43,4.020946325042079,True,0,0.0,False,0,0.0,False,11,1.0286141761735552,True,9,0.8415934168692725,True,122,11.40826631756125,True
10.1101/2020.02.09.940460,,"Lower intake of animal-based products links to improved weight status, independent of depressive symptoms and personality in the general population",27.749337597248513,14.093709074041882,16.76822524398594,0,0.0,False,0,0.0,False,0,0.0,False,2,0.41797283176593525,True,0,0.0,False,3,0.6269592476489029,True,18,3.761755485893417,True,26,5.433646812957158,True,0,0.0,False,0,0.0,False,3,0.6269592476489029,True,8,1.671891327063741,True,43,8.986415882967606,True
10.1101/2020.02.11.935718,,Repetitive blast promotes chronic aversion to neutral cues encountered in the peri-blast environment,25.122210467044056,15.285877989066421,19.196255809703718,0,0.0,False,0,0.0,False,0,0.0,False,11,2.437403057832927,True,0,0.0,False,0,0.0,False,22,4.874806115665854,True,20,4.431641923332594,True,0,0.0,False,0,0.0,False,0,0.0,False,8,1.772656769333038,True,55,12.187015289164636,True
10.1101/2020.02.11.943480,,Dimeric Transmembrane Orientations of APP/C99 Regulate γ-Secretase Processing Line Impacting Signaling and Oligomerization,38.139902902524824,13.85202546598456,17.30388704661358,0,0.0,False,0,0.0,False,0,0.0,False,13,1.477440618252074,True,0,0.0,False,0,0.0,False,74,8.410046596204115,True,32,3.6367769064666438,True,0,0.0,False,0,0.0,False,3,0.34094783498124787,True,8,0.9091942266166609,True,163,18.524832367314467,True
10.1101/2020.02.11.944611,,The Predictive Global Neuronal Workspace: A Formal Active Inference Model of Visual Consciousness,25.250428995613476,15.933180231472935,19.031271499280365,0,0.0,False,0,0.0,False,1,0.08239947264337508,True,23,1.8951878707976269,True,0,0.0,False,2,0.16479894528675015,True,86,7.086354647330257,True,54,4.4495715227422545,True,0,0.0,False,0,0.0,False,1,0.08239947264337508,True,29,2.3895847066578773,True,103,8.487145682267633,True
10.1101/2020.02.12.925313,,"Distinct striatal subregions and corticostriatal connectivity for effort, action and reward",7.345721355932227,18.332160000000005,21.095305345501956,0,0.0,False,0,0.0,False,0,0.0,False,5,1.6297262059973925,True,0,0.0,False,0,0.0,False,18,5.867014341590613,True,17,5.541069100391135,True,0,0.0,False,0,0.0,False,0,0.0,False,3,0.9778357235984355,True,30,9.778357235984355,True
10.1101/2020.02.12.945303,,A Front-Back Confusion Metric in Horizontal Sound Localization: The FBC Score,37.756355548170774,13.263518322709285,16.74383251261291,0,0.0,False,0,0.0,False,0,0.0,False,7,4.164187983343248,True,1,0.5948839976204641,True,0,0.0,False,9,5.353955978584176,True,5,2.9744199881023197,True,0,0.0,False,0,0.0,False,0,0.0,False,3,1.784651992861392,True,24,14.277215942891136,True
10.1101/2020.02.12.945337,,Reduced Suprathreshold Auditory Nerve Responses are Associated with Thinner Temporal Cortex and Slower Processing Speed in Presbycusis,32.40292113683421,13.79684806947176,17.42541975765364,0,0.0,False,0,0.0,False,0,0.0,False,1,0.2795638803466592,True,0,0.0,False,0,0.0,False,41,11.462119094213028,True,15,4.193458205199888,True,0,0.0,False,0,0.0,False,0,0.0,False,7,1.9569471624266144,True,63,17.61252446183953,True
10.1101/2020.02.13.946657,,Alteration of Power Law Scaling of Spontaneous Brain Activity in Schizophrenia,31.653673114292587,13.099535564462105,16.12236157964863,0,0.0,False,0,0.0,False,0,0.0,False,7,1.7326732673267327,True,0,0.0,False,1,0.24752475247524752,True,10,2.4752475247524752,True,37,9.158415841584159,True,0,0.0,False,0,0.0,False,0,0.0,False,15,3.7128712871287126,True,69,17.07920792079208,True
10.1101/2020.02.13.947283,,Interspike intervals within retinal spike bursts combinatorially encode multiple stimulus features,39.79443231160735,12.337998624452648,15.837546023521861,0,0.0,False,0,0.0,False,0,0.0,False,3,0.5961844197138314,True,0,0.0,False,0,0.0,False,21,4.17329093799682,True,9,1.7885532591414945,True,0,0.0,False,0,0.0,False,0,0.0,False,7,1.3910969793322734,True,75,14.904610492845787,True
10.1101/2020.02.13.948364,,Deficits in Behavioral and Neuronal Pattern Separation in Temporal Lobe Epilepsy,35.619557010785854,13.372757539071099,16.10348383960672,0,0.0,False,0,0.0,False,0,0.0,False,11,1.29366106080207,True,0,0.0,False,0,0.0,False,63,7.409149711866401,True,27,3.1753498765141717,True,0,0.0,False,0,0.0,False,1,0.11760555098200635,True,14,1.646477713748089,True,115,13.52463836293073,True
10.1101/2020.02.14.947895,,Fine-scale computations for adaptive processing in the human brain,26.160557313088987,14.150899370203888,17.31218395714019,0,0.0,False,0,0.0,False,0,0.0,False,18,2.6607538802660753,True,0,0.0,False,0,0.0,False,72,10.643015521064301,True,4,0.5912786400591279,True,0,0.0,False,0,0.0,False,2,0.29563932002956395,True,7,1.0347376201034737,True,86,12.71249076127125,True
10.1101/2020.02.15.951004,,Exposure to auditory feedback delay while speaking induces perceptual habituation but does not mitigate the disruptive effect of delay on speech auditory-motor learning,24.575831337962285,16.880976924073533,19.428576912557162,0,0.0,False,0,0.0,False,0,0.0,False,3,0.3872966692486445,True,0,0.0,False,0,0.0,False,17,2.1946811257423184,True,33,4.260263361735089,True,0,0.0,False,0,0.0,False,2,0.2581977794990963,True,14,1.8073844564936743,True,79,10.198812290214304,True
10.1101/2020.02.17.939991,,Aberrant astrocyte protein secretion contributes to altered neuronal development in diverse disorders,40.32342593840559,12.740865624368222,15.93424085180942,0,0.0,False,0,0.0,False,0,0.0,False,20,1.6952025767079166,True,0,0.0,False,0,0.0,False,107,9.069333785387354,True,22,1.8647228343787083,True,0,0.0,False,0,0.0,False,3,0.25428038650618745,True,7,0.5933209018477708,True,222,18.816748601457874,True
